apyg	apyl	apyg_nr	apyl_nr	apgapl_abbrev	apygapyl_hash
Žiemgalos	Meškuičių	46	16	Žiemgalos(46)-Meškuičių(16)	f7c7aece
Žiemgalos	Linkuvos	46	16	Žiemgalos(46)-Linkuvos(16)	1394a821
Žiemgalos	Linkaičių	46	17	Žiemgalos(46)-Linkaičių(17)	00754c25
Žiemgalos	Naisių	46	17	Žiemgalos(46)-Naisių(17)	e7aa7d74
Žiemgalos	Maldenių	46	18	Žiemgalos(46)-Maldenių(18)	780c1225
Žiemgalos	Gruzdžių	46	18	Žiemgalos(46)-Gruzdžių(18)	0834712c
Žiemgalos	Mindaugių	46	19	Žiemgalos(46)-Mindaugių(19)	3aaa8e0c
Žiemgalos	Mikniūnų	46	20	Žiemgalos(46)-Mikniūnų(20)	509d4153
Žiemgalos	Rudiškių	46	20	Žiemgalos(46)-Rudiškių(20)	33b5ea75
Žiemgalos	Satkūnų	46	21	Žiemgalos(46)-Satkūnų(21)	adedfa8e
Žiemgalos	Mikoliškio	46	22	Žiemgalos(46)-Mikoliškio(22)	7aa91614
Žiemgalos	Skaistgirio	46	22	Žiemgalos(46)-Skaistgirio(22)	b77feb19
Žiemgalos	Stungių	46	23	Žiemgalos(46)-Stungių(23)	45785dcd
Žiemgalos	Stupurų	46	24	Žiemgalos(46)-Stupurų(24)	22ec0b22
Žiemgalos	Bučiūnų	46	25	Žiemgalos(46)-Bučiūnų(25)	57ca20b0
Žiemgalos	Pamūšio	46	25	Žiemgalos(46)-Pamūšio(25)	529071a3
Žiemgalos	Lieporų	46	26	Žiemgalos(46)-Lieporų(26)	136d96ff
Žiemgalos	Pašvitinio	46	26	Žiemgalos(46)-Pašvitinio(26)	6039b17d
Žiemgalos	Blauzdžiūnų	46	27	Žiemgalos(46)-Blauzdžiūnų(27)	dfdcf7e8
Žiemgalos	Peleniškių	46	27	Žiemgalos(46)-Peleniškių(27)	a13eb2f1
Žiemgalos	Jakiškių	46	28	Žiemgalos(46)-Jakiškių(28)	96fc7e73
Žiemgalos	Jauniūnų	46	29	Žiemgalos(46)-Jauniūnų(29)	21ca688c
Žiemgalos	Maželių	46	30	Žiemgalos(46)-Maželių(30)	b85e8149
Žiemgalos	Mekių	46	31	Žiemgalos(46)-Mekių(31)	cf88e28c
Žiemgalos	Rimkūnų	46	31	Žiemgalos(46)-Rimkūnų(31)	2dc979c8
Žiemgalos	Skilvionių	46	32	Žiemgalos(46)-Skilvionių(32)	b80e6867
Žiemgalos	Ziniūnų	46	33	Žiemgalos(46)-Ziniūnų(33)	728da255
Žiemgalos	Sosdvario	46	34	Žiemgalos(46)-Sosdvario(34)	0402e0b5
Žiemgalos	Jurdaičių	46	34	Žiemgalos(46)-Jurdaičių(34)	41dd0769
Žiemgalos	Drąsutaičių	46	35	Žiemgalos(46)-Drąsutaičių(35)	cd3f6556
Žiemgalos	Pošupių	46	36	Žiemgalos(46)-Pošupių(36)	af18740b
Žiemgalos	Triškonių	46	36	Žiemgalos(46)-Triškonių(36)	57ed25a2
Žiemgalos	Ūdekų	46	37	Žiemgalos(46)-Ūdekų(37)	6f55b464
Žiemgalos	Žeimelio	46	38	Žiemgalos(46)-Žeimelio(38)	1193aa48
Žiemgalos	Šakynos	46	39	Žiemgalos(46)-Šakynos(39)	997e2621
Pasvalio	Balsių	47	1	Pasvalio(47)-Balsių(1)	744704dc
Pasvalio	Joniškėlio	47	1	Pasvalio(47)-Joniškėlio(1)	612bb4b2
Pasvalio	Vileišio	47	2	Pasvalio(47)-Vileišio(2)	e260976b
Pasvalio	Degesių	47	3	Pasvalio(47)-Degesių(3)	efb96374
Pasvalio	Kalno	47	3	Pasvalio(47)-Kalno(3)	7cb10415
Pasvalio	Degučių	47	4	Pasvalio(47)-Degučių(4)	1cd14a32
Pasvalio	Vilniaus	47	4	Pasvalio(47)-Vilniaus(4)	78aac3cc
Pasvalio	Daujėnų	47	5	Pasvalio(47)-Daujėnų(5)	4fea48eb
Pasvalio	Dvariškių	47	6	Pasvalio(47)-Dvariškių(6)	82bc2d83
Pasvalio	Girsūdų	47	6	Pasvalio(47)-Girsūdų(6)	50a81937
Pasvalio	Gačionių	47	7	Pasvalio(47)-Gačionių(7)	be3b5bff
Pasvalio	Švobiškio	47	7	Pasvalio(47)-Švobiškio(7)	9bbcf223
Pasvalio	Gedučių	47	8	Pasvalio(47)-Gedučių(8)	ac9b9150
Pasvalio	Norgėlų	47	8	Pasvalio(47)-Norgėlų(8)	1a914631
Pasvalio	Meškalaukio	47	9	Pasvalio(47)-Meškalaukio(9)	83f7dd2b
Pasvalio	Guostagalio	47	9	Pasvalio(47)-Guostagalio(9)	5f9cc409
Pasvalio	Nakiškių	47	10	Pasvalio(47)-Nakiškių(10)	9edb628d
Pasvalio	Narteikių	47	11	Pasvalio(47)-Narteikių(11)	8dc7cacc
Pasvalio	Klovainių	47	11	Pasvalio(47)-Klovainių(11)	d95a4540
Pasvalio	Krinčino	47	12	Pasvalio(47)-Krinčino(12)	912be7de
Pasvalio	Kauksnųjų	47	13	Pasvalio(47)-Kauksnųjų(13)	32e97af8
Pasvalio	Gulbinėnų	47	13	Pasvalio(47)-Gulbinėnų(13)	c8cb606b
Pasvalio	Laipuškių	47	14	Pasvalio(47)-Laipuškių(14)	ecb1e030
Pasvalio	Pajiešmenių	47	14	Pasvalio(47)-Pajiešmenių(14)	523f2877
Pasvalio	Linksmučių	47	15	Pasvalio(47)-Linksmučių(15)	93d741c6
Pasvalio	Papyvesių	47	15	Pasvalio(47)-Papyvesių(15)	2fd20a19
Pasvalio	Talačkonių	47	16	Pasvalio(47)-Talačkonių(16)	8e744ca9
Pasvalio	Linų	47	17	Pasvalio(47)-Linų(17)	477d74b8
Pasvalio	Ustukių	47	17	Pasvalio(47)-Ustukių(17)	e9e3b1ba
Pasvalio	Valakėlių	47	18	Pasvalio(47)-Valakėlių(18)	b6349ab2
Pasvalio	Lygumų	47	18	Pasvalio(47)-Lygumų(18)	b5b856eb
Pasvalio	Mažeikonių	47	19	Pasvalio(47)-Mažeikonių(19)	16d3ad45
Pasvalio	Pumpėnų	47	19	Pasvalio(47)-Pumpėnų(19)	dc1463b0
Pasvalio	Jurgėnų	47	20	Pasvalio(47)-Jurgėnų(20)	f2ab584a
Pasvalio	Medikonių	47	21	Pasvalio(47)-Medikonių(21)	97b98b62
Pasvalio	Kriklinių	47	21	Pasvalio(47)-Kriklinių(21)	6db291c6
Pasvalio	Rinkūnų	47	22	Pasvalio(47)-Rinkūnų(22)	774127c2
Pasvalio	Pušaloto	47	23	Pasvalio(47)-Pušaloto(23)	c5815eac
Pasvalio	Naujamiesčio	47	23	Pasvalio(47)-Naujamiesčio(23)	ec64e0ee
Pasvalio	Mikoliškio	47	24	Pasvalio(47)-Mikoliškio(24)	e3150332
Pasvalio	Pakruojo	47	24	Pasvalio(47)-Pakruojo(24)	f638e43b
Pasvalio	Deglėnų	47	25	Pasvalio(47)-Deglėnų(25)	e892aa4f
Pasvalio	Kiemėnų	47	26	Pasvalio(47)-Kiemėnų(26)	b38065b0
Pasvalio	Namišių	47	27	Pasvalio(47)-Namišių(27)	7450277d
Pasvalio	Preičiūnų	47	28	Pasvalio(47)-Preičiūnų(28)	f62e672b
Pasvalio	Raubonių	47	28	Pasvalio(47)-Raubonių(28)	2dc68553
Pasvalio	Saločių	47	29	Pasvalio(47)-Saločių(29)	aa7d2ae7
Pasvalio	Žadeikonių	47	30	Pasvalio(47)-Žadeikonių(30)	3e1b3430
Pasvalio	Plaučiškių	47	30	Pasvalio(47)-Plaučiškių(30)	fbd0e6c5
Pasvalio	Žilpamūšio	47	31	Pasvalio(47)-Žilpamūšio(31)	1c01aedc
Pasvalio	Grūžių	47	32	Pasvalio(47)-Grūžių(32)	2956d358
Pasvalio	Rozalimo	47	32	Pasvalio(47)-Rozalimo(32)	453e2ff9
Pasvalio	Stačiūnų	47	33	Pasvalio(47)-Stačiūnų(33)	ae0ae33b
Pasvalio	Nairių	47	33	Pasvalio(47)-Nairių(33)	3838cfc9
Pasvalio	Tetirvinų	47	34	Pasvalio(47)-Tetirvinų(34)	7a2d735d
Pasvalio	Šukionių	47	35	Pasvalio(47)-Šukionių(35)	d2afabd0
Pasvalio	Vaškų	47	35	Pasvalio(47)-Vaškų(35)	3a484b47
Pasvalio	Žvirblonių	47	39	Pasvalio(47)-Žvirblonių(39)	319c3bc6
Biržų	Atžalyno	48	1	Biržų(48)-Atžalyno(1)	1abb6020
Biržų	Alizavos	48	2	Biržų(48)-Alizavos(2)	ee286984
Biržų	Rotušės	48	2	Biržų(48)-Rotušės(2)	59217d2b
Biržų	Antašavos	48	3	Biržų(48)-Antašavos(3)	a3f74e36
Biržų	Aušros	48	3	Biržų(48)-Aušros(3)	2b5849c5
Biržų	Aukštupėnų	48	4	Biržų(48)-Aukštupėnų(4)	94a31c05
Biržų	Saulės	48	4	Biržų(48)-Saulės(4)	87fb53d7
Biržų	Kaštonų	48	5	Biržų(48)-Kaštonų(5)	0926a5c1
Biržų	Anglininkų	48	6	Biržų(48)-Anglininkų(6)	d8f5eb2c
Biržų	Kratiškių	48	7	Biržų(48)-Kratiškių(7)	b9b52283
Biržų	Račiupėnų	48	7	Biržų(48)-Račiupėnų(7)	bdb0d254
Biržų	Nausėdžių	48	8	Biržų(48)-Nausėdžių(8)	65958749
Biržų	Kupos	48	8	Biržų(48)-Kupos(8)	f98dc0a4
Biržų	Obelaukių	48	9	Biržų(48)-Obelaukių(9)	4a109556
Biržų	Senamiesčio	48	9	Biržų(48)-Senamiesčio(9)	493b950f
Biržų	Rinkuškių	48	10	Biržų(48)-Rinkuškių(10)	ce2c2211
Biržų	Lukonių	48	11	Biržų(48)-Lukonių(11)	b559aa9b
Biržų	Germaniškio	48	11	Biržų(48)-Germaniškio(11)	a7ec0712
Biržų	Nemunėlio	48	12	Biržų(48)-Nemunėlio(12)	181ce42e
Biržų	Pučiakalnės	48	13	Biržų(48)-Pučiakalnės(13)	32254748
Biržų	Kirdonių	48	14	Biržų(48)-Kirdonių(14)	d86c4cf9
Biržų	Noriūnų	48	14	Biržų(48)-Noriūnų(14)	b2279f09
Biržų	Paketurių	48	15	Biržų(48)-Paketurių(15)	51b6745c
Biržų	Pabiržės	48	15	Biržų(48)-Pabiržės(15)	074522bb
Biržų	Rudilių	48	16	Biržų(48)-Rudilių(16)	a82aa8fe
Biržų	Pačeriaukštės	48	16	Biržų(48)-Pačeriaukštės(16)	c5902408
Biržų	Pasvaliečių	48	17	Biržų(48)-Pasvaliečių(17)	3a2e8004
Biržų	Salamiesčio	48	17	Biržų(48)-Salamiesčio(17)	23e2f657
Biržų	Juostaviečių	48	18	Biržų(48)-Juostaviečių(18)	a3d3c6ce
Biržų	Kučgalio	48	19	Biržų(48)-Kučgalio(19)	d975974b
Biržų	Skverbų	48	19	Biržų(48)-Skverbų(19)	fd6d365e
Biržų	Skrebiškių	48	20	Biržų(48)-Skrebiškių(20)	66265978
Biržų	Subačiaus	48	20	Biržų(48)-Subačiaus(20)	b15a61be
Biržų	Kupreliškio	48	21	Biržų(48)-Kupreliškio(21)	ca1be8c3
Biržų	Kvetkų	48	22	Biržų(48)-Kvetkų(22)	820d8751
Biržų	Papilio	48	23	Biržų(48)-Papilio(23)	1b08301e
Biržų	Žaidelių	48	24	Biržų(48)-Žaidelių(24)	b9149822
Biržų	Medeikių	48	24	Biržų(48)-Medeikių(24)	ea809f07
Biržų	Parovėjos	48	25	Biržų(48)-Parovėjos(25)	32d3ef13
Biržų	Užušilių	48	26	Biržų(48)-Užušilių(26)	3beb9775
Biržų	Ančiškių	48	27	Biržų(48)-Ančiškių(27)	239e54cc
Biržų	Jasiuliškių	48	28	Biržų(48)-Jasiuliškių(28)	4ab6e5a1
Biržų	Meilūnų	48	29	Biržų(48)-Meilūnų(29)	6748b115
Biržų	Ramongalių	48	30	Biržų(48)-Ramongalių(30)	b41e47bf
Biržų	Šukionių	48	31	Biržų(48)-Šukionių(31)	1c93fa71
Biržų	Vabalninko	48	32	Biržų(48)-Vabalninko(32)	24172ea4
Anykščių	Senamiesčio	49	1	Anykščių(49)-Senamiesčio(1)	7f41a513
Anykščių	Janydžių	49	2	Anykščių(49)-Janydžių(2)	5693cf18
Anykščių	Ažupiečių	49	3	Anykščių(49)-Ažupiečių(3)	6917c22f
Anykščių	Liudiškių	49	4	Anykščių(49)-Liudiškių(4)	3f09f9ab
Anykščių	Piktagalio	49	5	Anykščių(49)-Piktagalio(5)	e57898f3
Anykščių	Ažuožerių	49	6	Anykščių(49)-Ažuožerių(6)	661f7734
Anykščių	Elmos	49	7	Anykščių(49)-Elmos(7)	de8ce9a7
Anykščių	Burbiškio	49	8	Anykščių(49)-Burbiškio(8)	bf910abc
Anykščių	Šlavėnų	49	9	Anykščių(49)-Šlavėnų(9)	8a9303c8
Anykščių	Debeikių	49	10	Anykščių(49)-Debeikių(10)	da89848e
Anykščių	Leliūnų	49	11	Anykščių(49)-Leliūnų(11)	4f494945
Anykščių	Kavarsko	49	12	Anykščių(49)-Kavarsko(12)	1fe6649e
Anykščių	Dabužių	49	13	Anykščių(49)-Dabužių(13)	b2997bdb
Anykščių	Janušavos	49	14	Anykščių(49)-Janušavos(14)	99671317
Anykščių	Svirnų	49	15	Anykščių(49)-Svirnų(15)	e790dd09
Anykščių	Šerių	49	16	Anykščių(49)-Šerių(16)	3e8aea80
Anykščių	Šovenių	49	17	Anykščių(49)-Šovenių(17)	bca4f698
Anykščių	Kurklių	49	18	Anykščių(49)-Kurklių(18)	0e39b25f
Anykščių	Kurklių	49	19	Anykščių(49)-Kurklių(19)	7a69f470
Anykščių	Staškūniškio	49	20	Anykščių(49)-Staškūniškio(20)	818dfab4
Anykščių	Katlėrių	49	21	Anykščių(49)-Katlėrių(21)	605f7bf1
Anykščių	Skiemonių	49	22	Anykščių(49)-Skiemonių(22)	d8b2ddf9
Anykščių	Mačionių	49	23	Anykščių(49)-Mačionių(23)	9085f89e
Anykščių	Aulelių	49	25	Anykščių(49)-Aulelių(25)	f3cd4cf3
Anykščių	Raguvos	49	26	Anykščių(49)-Raguvos(26)	0b66a86e
Anykščių	Svėdasų	49	26	Anykščių(49)-Svėdasų(26)	01f05a2b
Anykščių	Vaitkūnų	49	27	Anykščių(49)-Vaitkūnų(27)	664c1d76
Anykščių	Šilų	49	27	Anykščių(49)-Šilų(27)	1b233c5c
Anykščių	Miežiškių	49	28	Anykščių(49)-Miežiškių(28)	69e79de8
Anykščių	Troškūnų	49	28	Anykščių(49)-Troškūnų(28)	6582442a
Anykščių	Nevėžio	49	29	Anykščių(49)-Nevėžio(29)	f8c5ff49
Anykščių	Vašuokėnų	49	30	Anykščių(49)-Vašuokėnų(30)	1670afa4
Anykščių	Trakiškio	49	30	Anykščių(49)-Trakiškio(30)	6ea94feb
Anykščių	Surdegio	49	31	Anykščių(49)-Surdegio(31)	29801abb
Anykščių	Nausodės	49	32	Anykščių(49)-Nausodės(32)	349f58d5
Anykščių	Raguvėlės	49	33	Anykščių(49)-Raguvėlės(33)	5d21486a
Anykščių	Levaniškių	49	34	Anykščių(49)-Levaniškių(34)	7637e4a5
Anykščių	Velžio	49	34	Anykščių(49)-Velžio(34)	5e88833e
Anykščių	Traupio	49	35	Anykščių(49)-Traupio(35)	0f8c0a64
Anykščių	Liūdynės	49	35	Anykščių(49)-Liūdynės(35)	88743a9f
Anykščių	Katinų	49	36	Anykščių(49)-Katinų(36)	82f45882
Anykščių	Andrioniškio	49	36	Anykščių(49)-Andrioniškio(36)	4a48cdd7
Anykščių	Viešintų	49	37	Anykščių(49)-Viešintų(37)	475d931d
Anykščių	Vadoklių	49	38	Anykščių(49)-Vadoklių(38)	b10ea259
Anykščių	Jotainių	49	39	Anykščių(49)-Jotainių(39)	401f477a
Anykščių	Mažėnių	49	43	Anykščių(49)-Mažėnių(43)	cd6a5f1a
Sėlos	Adomynės	50	1	Sėlos(50)-Adomynės(1)	bce93dc2
Sėlos	Tumo	50	1	Sėlos(50)-Tumo(1)	317e7257
Sėlos	Senamiesčio	50	2	Sėlos(50)-Senamiesčio(2)	b9256452
Sėlos	Mikrorajono	50	3	Sėlos(50)-Mikrorajono(3)	a2ed4f67
Sėlos	Tūbelio	50	4	Sėlos(50)-Tūbelio(4)	02ac670c
Sėlos	Biliūnų	50	5	Sėlos(50)-Biliūnų(5)	4929b3d9
Sėlos	Respublikos	50	5	Sėlos(50)-Respublikos(5)	1c501722
Sėlos	Juodpėnų	50	6	Sėlos(50)-Juodpėnų(6)	df7cc43a
Sėlos	Bajorų	50	6	Sėlos(50)-Bajorų(6)	fec6c60b
Sėlos	Čedasų	50	7	Sėlos(50)-Čedasų(7)	fd080cbb
Sėlos	Kavoliškio	50	8	Sėlos(50)-Kavoliškio(8)	9d22eb2e
Sėlos	Skemų	50	9	Sėlos(50)-Skemų(9)	7497bfee
Sėlos	Laičių	50	10	Sėlos(50)-Laičių(10)	3344a93f
Sėlos	Žiobiškio	50	10	Sėlos(50)-Žiobiškio(10)	4c3bb329
Sėlos	Kazliškio	50	11	Sėlos(50)-Kazliškio(11)	dfa900d2
Sėlos	Konstantinavos	50	12	Sėlos(50)-Konstantinavos(12)	7a6948a5
Sėlos	Migonių	50	12	Sėlos(50)-Migonių(12)	6f7ed463
Sėlos	Naivių	50	13	Sėlos(50)-Naivių(13)	b61dcecc
Sėlos	Obelių	50	13	Sėlos(50)-Obelių(13)	a51da0d9
Sėlos	Pandėlio	50	14	Sėlos(50)-Pandėlio(14)	bfca4645
Sėlos	Juodupės	50	15	Sėlos(50)-Juodupės(15)	fea973a4
Sėlos	Juodupės	50	16	Sėlos(50)-Juodupės(16)	044ee10f
Sėlos	Lukštų	50	18	Sėlos(50)-Lukštų(18)	ec213120
Sėlos	Skapiškio	50	18	Sėlos(50)-Skapiškio(18)	66a51ee8
Sėlos	Jūžintų	50	19	Sėlos(50)-Jūžintų(19)	94da4841
Sėlos	Laibgalių	50	20	Sėlos(50)-Laibgalių(20)	c414926c
Sėlos	Sėlynės	50	21	Sėlos(50)-Sėlynės(21)	01f5934e
Sėlos	Šepetos	50	21	Sėlos(50)-Šepetos(21)	fd156954
Sėlos	Šimonių	50	22	Sėlos(50)-Šimonių(22)	46f5fcad
Sėlos	Kamajų	50	22	Sėlos(50)-Kamajų(22)	da796fdc
Sėlos	Virbališkių	50	23	Sėlos(50)-Virbališkių(23)	07877021
Sėlos	Aukštakalnių	50	23	Sėlos(50)-Aukštakalnių(23)	e16e039c
Sėlos	Duokiškio	50	24	Sėlos(50)-Duokiškio(24)	067c11c7
Sėlos	Kalvių	50	25	Sėlos(50)-Kalvių(25)	256fbb43
Sėlos	Salų	50	26	Sėlos(50)-Salų(26)	5e16e76d
Sėlos	Kriaunų	50	27	Sėlos(50)-Kriaunų(27)	30391d40
Sėlos	Lašų	50	28	Sėlos(50)-Lašų(28)	b50e948b
Sėlos	Kairelių	50	29	Sėlos(50)-Kairelių(29)	d4394a27
Sėlos	Pakriaunių	50	30	Sėlos(50)-Pakriaunių(30)	62bd2007
Sėlos	Aleksandravėlės	50	31	Sėlos(50)-Aleksandravėlės(31)	cadc88ce
Sėlos	Antanašės	50	33	Sėlos(50)-Antanašės(33)	2671fc5c
Sėlos	Obelių	50	34	Sėlos(50)-Obelių(34)	7754cba2
Sėlos	Suvainiškio	50	35	Sėlos(50)-Suvainiškio(35)	5934a237
Sėlos	Sriubiškių	50	37	Sėlos(50)-Sriubiškių(37)	ae877532
Sėlos	Lailūnų	50	38	Sėlos(50)-Lailūnų(38)	daafc70f
Sėlos	Panemunio	50	40	Sėlos(50)-Panemunio(40)	484c4882
Sėlos	Stoties	50	41	Sėlos(50)-Stoties(41)	f723c534
Sėlos	Panemunėlio	50	42	Sėlos(50)-Panemunėlio(42)	a599a8a9
Utenos	Aukštakalnio	51	1	Utenos(51)-Aukštakalnio(1)	dfeddbe2
Utenos	Taikos	51	2	Utenos(51)-Taikos(2)	c12adac9
Utenos	Aušros	51	3	Utenos(51)-Aušros(3)	038290d8
Utenos	Dauniškio	51	4	Utenos(51)-Dauniškio(4)	2f0c4ca7
Utenos	Vyturių	51	5	Utenos(51)-Vyturių(5)	9ddd1771
Utenos	Centro	51	6	Utenos(51)-Centro(6)	2e2008a9
Utenos	Basanavičiaus	51	7	Utenos(51)-Basanavičiaus(7)	b4f152e0
Utenos	Ąžuolijos	51	8	Utenos(51)-Ąžuolijos(8)	a5f7828c
Utenos	Krašuonos	51	9	Utenos(51)-Krašuonos(9)	16f2891b
Utenos	Daugailių	51	10	Utenos(51)-Daugailių(10)	93168d9e
Utenos	Radeikių	51	11	Utenos(51)-Radeikių(11)	ce328051
Utenos	Juknėnų	51	12	Utenos(51)-Juknėnų(12)	fb01bce8
Utenos	Kuktiškių	51	13	Utenos(51)-Kuktiškių(13)	3885c393
Utenos	Leliūnų	51	14	Utenos(51)-Leliūnų(14)	1646e989
Utenos	Antalgės	51	15	Utenos(51)-Antalgės(15)	eb48958d
Utenos	Pakalnių	51	16	Utenos(51)-Pakalnių(16)	d5d717ef
Utenos	Saldutiškio	51	17	Utenos(51)-Saldutiškio(17)	da9b098a
Utenos	Kirdeikių	51	18	Utenos(51)-Kirdeikių(18)	706ecefa
Utenos	Sudeikių	51	19	Utenos(51)-Sudeikių(19)	1721bb44
Utenos	Sirutėnų	51	20	Utenos(51)-Sirutėnų(20)	ed2eee67
Utenos	Tauragnų	51	21	Utenos(51)-Tauragnų(21)	3285312e
Utenos	Pačkėnų	51	22	Utenos(51)-Pačkėnų(22)	db305dba
Utenos	Biliakiemio	51	23	Utenos(51)-Biliakiemio(23)	823a2272
Utenos	Vaikutėnų	51	24	Utenos(51)-Vaikutėnų(24)	d4bc75b7
Utenos	Užpalių	51	25	Utenos(51)-Užpalių(25)	10e6358a
Utenos	Kaniukų	51	26	Utenos(51)-Kaniukų(26)	e3e2b1f7
Utenos	Vilučių	51	27	Utenos(51)-Vilučių(27)	1743ebfd
Utenos	Vyžuonų	51	28	Utenos(51)-Vyžuonų(28)	4f29def9
Utenos	Naujasodžio	51	30	Utenos(51)-Naujasodžio(30)	4e131d58
Utenos	Smėlio	51	31	Utenos(51)-Smėlio(31)	1f80a39f
Visagino	Antalieptės	52	1	Visagino(52)-Antalieptės(1)	ec5eb3be
Visagino	Draugystės	52	1	Visagino(52)-Draugystės(1)	5736167b
Visagino	Antazavės	52	2	Visagino(52)-Antazavės(2)	de5ad8f3
Visagino	Gerosios	52	2	Visagino(52)-Gerosios(2)	47149e44
Visagino	Šniukštų	52	3	Visagino(52)-Šniukštų(3)	f1ebdcf5
Visagino	Sedulinos	52	3	Visagino(52)-Sedulinos(3)	670953fa
Visagino	Baibių	52	4	Visagino(52)-Baibių(4)	4cc1a0a6
Visagino	Atgimimo	52	4	Visagino(52)-Atgimimo(4)	215b5e39
Visagino	Degučių	52	5	Visagino(52)-Degučių(5)	099cb27a
Visagino	Ateities	52	5	Visagino(52)-Ateities(5)	17cb0973
Visagino	Avilių	52	6	Visagino(52)-Avilių(6)	cad1633e
Visagino	Atžalyno	52	6	Visagino(52)-Atžalyno(6)	03357336
Visagino	Orbitos	52	7	Visagino(52)-Orbitos(7)	2220b3ef
Visagino	Imbrado	52	7	Visagino(52)-Imbrado(7)	7c58c292
Visagino	Biržūnų	52	8	Visagino(52)-Biržūnų(8)	772d9bd2
Visagino	Kosmoso	52	8	Visagino(52)-Kosmoso(8)	27c3cf7b
Visagino	Salako	52	9	Visagino(52)-Salako(9)	59887ab5
Visagino	Taikos	52	9	Visagino(52)-Taikos(9)	79bb554b
Visagino	Samanių	52	10	Visagino(52)-Samanių(10)	c9b34295
Visagino	Vilties	52	10	Visagino(52)-Vilties(10)	b3d08b35
Visagino	Suvieko	52	11	Visagino(52)-Suvieko(11)	0a22106b
Visagino	Bangos	52	11	Visagino(52)-Bangos(11)	240aa833
Visagino	Dimitriškių	52	12	Visagino(52)-Dimitriškių(12)	9c95af14
Visagino	Auksinio	52	12	Visagino(52)-Auksinio(12)	d5f97010
Visagino	Magučių	52	13	Visagino(52)-Magučių(13)	2059a5a3
Visagino	Vilties	52	13	Visagino(52)-Vilties(13)	db14f950
Visagino	Šaulių	52	14	Visagino(52)-Šaulių(14)	1d79004a
Visagino	Gintarėlio	52	14	Visagino(52)-Gintarėlio(14)	76533167
Visagino	Ąžuoliuko	52	15	Visagino(52)-Ąžuoliuko(15)	982ad555
Visagino	Štadvilių	52	15	Visagino(52)-Štadvilių(15)	b66fb6f4
Visagino	Žiburio	52	16	Visagino(52)-Žiburio(16)	f1c735f0
Visagino	Smalvų	52	17	Visagino(52)-Smalvų(17)	15b7bd06
Visagino	Turmanto	52	18	Visagino(52)-Turmanto(18)	73c22863
Visagino	Dusetų	52	19	Visagino(52)-Dusetų(19)	82ca7b4b
Visagino	Sadūnų	52	20	Visagino(52)-Sadūnų(20)	1db3d865
Visagino	Užtiltės	52	21	Visagino(52)-Užtiltės(21)	30ac482e
Visagino	Zarasų	52	22	Visagino(52)-Zarasų(22)	9536af7a
Visagino	Zarasų	52	23	Visagino(52)-Zarasų(23)	d925588d
Visagino	Zarasų	52	24	Visagino(52)-Zarasų(24)	851df1d6
Nalšios	Antalksnės	53	1	Nalšios(53)-Antalksnės(1)	21447eb7
Nalšios	Švenčionėlių	53	1	Nalšios(53)-Švenčionėlių(1)	320adc5c
Nalšios	Bernotų	53	2	Nalšios(53)-Bernotų(2)	0cd5c4db
Nalšios	Ateities	53	2	Nalšios(53)-Ateities(2)	92bb67f6
Nalšios	Ceikinių	53	3	Nalšios(53)-Ceikinių(3)	d54c43ea
Nalšios	Kaltanėnų	53	3	Nalšios(53)-Kaltanėnų(3)	02b5c2b1
Nalšios	Labanoro	53	4	Nalšios(53)-Labanoro(4)	27383387
Nalšios	Didžiasalio	53	4	Nalšios(53)-Didžiasalio(4)	03875a2a
Nalšios	Dysnos	53	5	Nalšios(53)-Dysnos(5)	e6bfebb9
Nalšios	Pašaminės	53	6	Nalšios(53)-Pašaminės(6)	5fdd55c0
Nalšios	Dūkšto	53	6	Nalšios(53)-Dūkšto(6)	3b9049d6
Nalšios	Gilūtų	53	7	Nalšios(53)-Gilūtų(7)	65325470
Nalšios	Reškutėnų	53	7	Nalšios(53)-Reškutėnų(7)	50cc27e1
Nalšios	Grybėnų	53	8	Nalšios(53)-Grybėnų(8)	c5a70166
Nalšios	Trūdų	53	8	Nalšios(53)-Trūdų(8)	c49783e0
Nalšios	Zadvarninkų	53	9	Nalšios(53)-Zadvarninkų(9)	898425fa
Nalšios	Ignalinos	53	9	Nalšios(53)-Ignalinos(9)	82d7db93
Nalšios	Milkuškų	53	10	Nalšios(53)-Milkuškų(10)	9759139f
Nalšios	Ignalinos	53	10	Nalšios(53)-Ignalinos(10)	cf54ee2b
Nalšios	Stanislavavo	53	11	Nalšios(53)-Stanislavavo(11)	49006b00
Nalšios	Kaniūkų	53	11	Nalšios(53)-Kaniūkų(11)	f5ae41d9
Nalšios	Šventos	53	12	Nalšios(53)-Šventos(12)	0ce7ae29
Nalšios	Kazitiškio	53	12	Nalšios(53)-Kazitiškio(12)	79eef814
Nalšios	Bačkininkų	53	13	Nalšios(53)-Bačkininkų(13)	62b33b47
Nalšios	Kazokinės	53	13	Nalšios(53)-Kazokinės(13)	2f6cba89
Nalšios	Svirkų	53	14	Nalšios(53)-Svirkų(14)	deafc7bf
Nalšios	Linkmenų	53	14	Nalšios(53)-Linkmenų(14)	0cc8fe52
Nalšios	Mažėnų	53	15	Nalšios(53)-Mažėnų(15)	eeee5875
Nalšios	Adutiškio	53	15	Nalšios(53)-Adutiškio(15)	42e0476e
Nalšios	Jakelių	53	16	Nalšios(53)-Jakelių(16)	62ab8899
